Temperature,Pressure,Humidity,Machine_Speed,Production_Time,Shift,Operator_Experience_Years,Material_Type,Defect
61.5,28.54,45.56,1548,8,Day,6,Aluminum,1
92.68,20.05,69.91,1387,2,Day,0,Aluminum,1
78.2,34.68,29.36,838,2,Evening,6,Steel,0
60.93,35.47,46.63,998,3,Night,12,Aluminum,0
70.58,39.19,33.26,904,11,Day,8,Steel,0
76.11,32.11,53.8,1381,2,Evening,3,Aluminum,0
92.05,28.76,29.19,1593,5,Evening,14,Steel,1
63.92,34.17,31.66,1306,1,Night,1,Aluminum,1
84.76,34.25,38.67,1369,7,Night,12,Plastic,0
88.99,38.19,47.66,1128,8,Night,14,Steel,1
68.71,29.78,39.05,1490,4,Evening,14,Steel,1
72.22,29.17,39.15,1107,7,Evening,3,Plastic,0
64.64,26.42,43.19,1021,9,Night,1,Steel,1
72.97,32.69,42.58,1455,7,Day,9,Aluminum,1
74.63,22.26,59.87,826,2,Night,6,Aluminum,0
81.6,33.88,51.86,1472,2,Night,5,Aluminum,1
85.9,32.94,41.75,950,10,Night,12,Plastic,1
67.52,32.93,65.97,972,10,Night,11,Plastic,1
55.33,30.69,49.92,1522,10,Day,10,Aluminum,1
74.79,37.66,35.31,821,6,Day,1,Plastic,1
77.94,34.36,47.57,1344,8,Night,14,Steel,0
77.49,26.96,50.36,1420,10,Evening,5,Plastic,1
71.73,27.05,38.12,1193,11,Evening,8,Steel,0
76.25,25.6,34.47,846,10,Day,10,Aluminum,0
90.15,32.76,45.86,1407,11,Night,13,Aluminum,1
78.82,25,41.4,924,3,Evening,7,Aluminum,0
71.27,35.42,59.79,1134,1,Day,8,Plastic,0
70,36.61,52.41,1094,1,Day,4,Aluminum,0
73.3,25.6,38.59,1336,11,Day,13,Plastic,0
91.37,29.07,49.26,1393,2,Day,14,Aluminum,1
73.17,30.08,57.67,1369,10,Night,9,Steel,0
74.8,34.42,31.06,1337,6,Day,1,Plastic,1
70.18,38.05,34.77,1096,2,Evening,4,Steel,0
85.99,21.57,44.89,843,6,Night,9,Steel,1
94.6,28.41,45.36,1396,11,Day,13,Steel,1
79.51,28.67,44.48,821,1,Evening,2,Aluminum,0
75.83,23,41.89,1025,9,Evening,13,Steel,0
75.37,27.57,41.74,1348,7,Evening,10,Steel,0
51.16,32.14,48.84,1173,1,Night,13,Steel,0
82.45,28.61,56.34,1412,9,Night,12,Plastic,1
76.34,22.28,40.19,1453,9,Evening,13,Plastic,1
79.28,44.37,69.38,803,11,Night,14,Plastic,1
67.89,31.33,64.61,823,10,Day,3,Plastic,1
71.16,30.56,58.29,1502,11,Day,6,Plastic,1
70.89,24.51,51.22,1121,6,Day,1,Plastic,1
85.22,31.3,65.08,1580,2,Night,13,Plastic,1
71.21,29.18,42.1,1338,2,Night,5,Aluminum,0
95.83,20.56,36.67,1171,8,Night,14,Plastic,1
79.31,24.65,39.74,1392,9,Evening,10,Steel,0
62.24,33.97,34.97,1432,4,Day,0,Aluminum,1
73.71,39.72,46.22,1164,2,Evening,9,Plastic,0
68.48,31.84,48,868,5,Evening,2,Plastic,0
53.06,35.52,47.01,1271,7,Day,10,Steel,0
90.99,29.22,44.88,1304,4,Night,6,Steel,1
82.03,29.57,46.33,1112,9,Evening,10,Steel,0
80.33,35.45,62.36,871,4,Evening,11,Aluminum,1
76.65,38.31,51.2,1045,8,Night,4,Aluminum,0
61.18,36.51,54.23,1557,3,Night,11,Aluminum,1
70.16,24.67,46.91,1564,6,Day,7,Aluminum,1
83.42,29.67,28.84,872,6,Evening,6,Steel,0
64.49,31.39,26.86,1585,3,Day,6,Steel,1
49.68,28.7,65.83,1327,2,Evening,13,Steel,1
72.73,31.94,39.68,1490,6,Day,0,Steel,1
73.58,34.1,38.83,839,7,Day,0,Steel,1
76.36,35.01,47.46,838,7,Night,12,Plastic,0
82.29,38.43,50.5,855,10,Evening,5,Steel,0
81.38,28.35,51.77,1544,11,Day,12,Steel,1
77.59,23.18,62.74,1365,1,Night,7,Plastic,1
86.96,31.79,60.01,971,6,Night,2,Aluminum,1
59.81,39.42,36.89,1101,9,Night,7,Steel,0
80.05,27.62,54.69,1289,9,Evening,7,Plastic,0
81.27,33.43,41.16,1231,2,Day,0,Plastic,1
62.6,33.48,43.62,1500,4,Evening,10,Plastic,1
59.97,30.96,34.06,1354,6,Evening,4,Plastic,0
67.54,30.03,28.07,803,4,Night,8,Aluminum,0
68.38,25.38,44.68,1060,9,Evening,10,Aluminum,0
82.53,18.59,35.44,1369,2,Evening,9,Aluminum,0
68.85,24.44,54.28,1348,10,Day,13,Steel,0
66.44,28.05,42.19,1209,6,Night,9,Plastic,0
68.88,35.49,48.09,1546,1,Night,10,Steel,1
86.19,29.48,58.68,1064,9,Day,11,Plastic,1
75.13,27.4,30.15,814,1,Evening,2,Plastic,0
73.21,25.55,37.75,887,8,Day,8,Aluminum,0
73.9,33.28,46.81,898,9,Day,12,Aluminum,0
87.92,36.79,48.13,1416,1,Evening,10,Steel,1
67.51,35.32,56.03,1016,1,Night,8,Plastic,0
88.16,33.03,53.67,1209,10,Day,0,Plastic,1
77.1,22.62,45.97,990,7,Evening,1,Steel,1
73.4,28.24,48.03,1014,10,Night,2,Aluminum,0
100.01,39.74,48.31,1509,5,Day,13,Plastic,1
64.44,35.61,30.3,1416,11,Day,3,Plastic,1
71.46,22.31,43.44,826,3,Night,11,Plastic,0
62.68,29.72,47.48,981,9,Day,4,Aluminum,0
84.52,31.82,49.59,1394,2,Day,4,Aluminum,0
91.89,26.19,35.76,958,6,Evening,9,Steel,1
91.7,18.45,32.31,1029,4,Day,10,Aluminum,1
87.24,30.49,42.65,1034,5,Day,4,Aluminum,1
73.02,26.06,64.67,1599,2,Evening,2,Steel,1
71.35,26.08,36.81,1185,1,Evening,5,Steel,0
58.29,28.23,56.74,1329,9,Night,3,Plastic,0
95.36,29.33,60.85,1083,3,Night,8,Aluminum,1
79.69,29.95,45.45,870,6,Night,11,Steel,0
70.08,25.58,38.2,1303,9,Evening,1,Steel,1
88.28,28.9,50.13,1014,1,Day,10,Plastic,1
65.27,21.21,46.95,916,5,Day,0,Aluminum,1
79.07,31.56,36.41,899,4,Day,6,Plastic,0
73.27,15.72,38.41,1399,3,Day,14,Aluminum,0
81.39,28.55,49.54,1464,2,Evening,8,Steel,1
74.36,34.6,54.33,1094,3,Night,9,Plastic,0
60.49,24.7,41.77,976,1,Night,8,Aluminum,0
75.76,33.58,44.31,931,1,Night,2,Steel,0
85.49,35.78,51.69,1433,8,Evening,11,Plastic,1
74.71,13.46,43.28,1522,5,Night,14,Plastic,1
82.75,29.24,42.01,1379,2,Evening,10,Steel,0
64.54,15.62,37.45,856,3,Day,12,Aluminum,0
74.74,29.41,37.27,812,2,Evening,14,Aluminum,0
68.75,29.96,71.69,992,10,Evening,0,Plastic,1
82.47,17.59,43.04,1374,2,Night,8,Steel,0
75.31,39.62,58.65,1309,4,Day,6,Aluminum,0
81.9,31.43,61.84,952,4,Evening,7,Aluminum,1
85.88,25.75,43.16,822,7,Evening,10,Aluminum,1
81.92,37.33,48.68,829,2,Evening,14,Plastic,0
77.73,21.02,46.02,1168,9,Evening,5,Plastic,0
65.02,23.85,28.88,1500,7,Night,9,Plastic,1
74.97,18.5,29.48,1190,4,Night,5,Aluminum,0
69.67,39.01,45.49,1109,7,Night,10,Steel,0
71.56,31.66,40.75,1420,10,Day,14,Steel,1
71.25,33.3,63.92,1200,11,Night,3,Steel,1
65.2,31.51,42.63,1152,1,Evening,1,Plastic,1
55.43,32.87,64.51,1371,7,Evening,0,Aluminum,1
68.32,30.39,40.24,865,6,Day,13,Aluminum,0
76.93,31.35,64.12,965,9,Day,5,Steel,1
61.52,30.54,50.06,1291,8,Evening,8,Aluminum,0
75.16,26.96,50.63,1452,2,Night,9,Steel,1
94,29.77,39.88,1363,11,Night,9,Plastic,1
85.23,31.37,50.77,979,3,Evening,1,Steel,1
91.44,30.55,61.93,1343,3,Day,0,Plastic,1
78.91,22.61,43.55,1525,6,Evening,0,Aluminum,1
86.68,23.28,41.61,1576,2,Day,13,Aluminum,1
67.76,35.41,42.53,816,11,Night,6,Plastic,0
68.56,28.47,61.2,925,2,Night,13,Aluminum,1
47.61,32.92,53.55,881,4,Evening,0,Plastic,1
86.86,24.54,59.48,839,1,Night,8,Steel,1
90.4,22.63,48.14,1415,1,Evening,8,Plastic,1
69.47,25.78,45.39,1018,1,Evening,10,Steel,0
72.46,28.89,49.24,981,5,Day,2,Aluminum,0
67.46,26.67,55.7,1237,9,Evening,10,Steel,0
78.83,36.47,42.53,1467,4,Evening,1,Steel,1
86.25,30.9,58.69,1489,8,Night,8,Aluminum,1
57.57,39.24,48.66,1329,7,Day,13,Aluminum,0
79.09,32.02,20.94,1452,6,Day,13,Steel,1
72.23,17.94,53.83,960,9,Day,2,Plastic,0
76.13,35.28,32.28,1525,10,Night,1,Steel,1
79.59,22.45,53.59,1533,1,Day,3,Aluminum,1
73.12,31.15,54.02,1573,7,Night,14,Plastic,1
73.96,26.13,48.3,1356,9,Day,6,Steel,0
72.86,40.71,50.44,986,10,Evening,12,Aluminum,0
84.7,37.2,55.99,1153,2,Day,3,Plastic,0
79.19,26.29,40.04,1174,4,Night,7,Aluminum,0
77.21,29.36,52.93,1266,5,Night,11,Plastic,0
62.29,31.22,56.63,1040,11,Evening,4,Steel,0
71.21,34.32,62.6,1536,5,Evening,13,Plastic,1
83.99,30.15,33.94,1133,11,Night,1,Plastic,1
75.38,24.88,49.09,847,7,Day,12,Steel,0
81.6,26.41,35.39,910,10,Evening,9,Plastic,0
92.67,29.98,34.96,1394,8,Evening,3,Steel,1
85.39,36.17,48.59,903,9,Day,12,Aluminum,1
75.93,32.14,45.77,1262,5,Night,11,Aluminum,0
69.89,26.13,56.45,873,2,Evening,12,Aluminum,0
49.46,33.24,41.54,1366,2,Evening,6,Steel,0
73.32,28.07,43.66,1116,5,Night,12,Steel,0
71.74,34.45,47.12,801,5,Day,0,Steel,1
78.9,42.64,36.38,1553,5,Day,6,Steel,1
73.46,28.21,37.77,1171,6,Evening,2,Aluminum,0
71.8,34.01,56.16,1569,8,Night,6,Steel,1
57.21,26.27,39.51,1268,11,Day,2,Aluminum,0
65.6,29.44,56.82,809,5,Night,11,Plastic,0
79.77,30.15,51.07,1387,3,Evening,11,Plastic,0
92.16,29.03,29.52,1222,9,Day,7,Aluminum,1
74.02,42.32,50.3,1057,4,Night,3,Plastic,0
78.28,28.47,50.22,1432,8,Night,0,Aluminum,1
84.52,32.93,49.23,1526,9,Evening,0,Steel,1
66.89,20.35,43.58,1275,11,Day,3,Aluminum,0
78.67,32.16,35.6,1044,7,Evening,8,Steel,0
67.6,35.71,58.46,1136,3,Evening,4,Plastic,0
83.65,27.36,43.98,1491,10,Day,12,Aluminum,1
76.51,17.45,36.17,1287,11,Night,4,Steel,0
77.98,29.81,49.57,872,6,Night,2,Aluminum,0
67.17,30.09,37.57,1520,7,Night,4,Aluminum,1
82.07,33.62,35.51,1552,7,Day,6,Aluminum,1
95.85,40.05,41.25,1484,8,Evening,2,Plastic,1
64.92,28.1,38.35,804,10,Night,4,Steel,0
71.6,25.72,35.88,1261,5,Night,11,Plastic,0
77.32,24.17,53.06,1165,5,Day,2,Steel,0
82.86,30.99,43.86,1294,2,Day,0,Aluminum,1
69.4,32.4,57.52,1016,11,Evening,5,Plastic,0
46.67,27.27,36.45,1013,2,Evening,2,Steel,0
88.59,33.89,27.72,1124,4,Night,1,Steel,1
82.61,32.33,46.49,1109,7,Night,2,Plastic,0
57.57,30.22,63.56,837,8,Day,12,Steel,1
68.92,25.49,50.31,860,3,Evening,4,Steel,0
90.68,27.59,77.15,894,1,Night,4,Aluminum,1
89.48,17.85,48.32,1032,4,Day,8,Steel,1
84.39,31.18,47.36,1588,6,Evening,11,Steel,1
73.24,30.13,23.45,1347,6,Evening,10,Plastic,0
75.83,30.94,49.28,1312,9,Evening,8,Steel,0
73.69,32.52,46.69,949,7,Day,1,Aluminum,1
86.28,31.93,40.93,1270,9,Evening,10,Plastic,1
66.24,29.45,43.63,1014,10,Day,5,Plastic,0
66.94,30.24,44.32,1198,11,Day,12,Steel,0
85.1,22.98,43.2,1357,5,Day,8,Plastic,1
74.56,27.08,65.9,1376,5,Evening,8,Plastic,1
88.78,30.25,41.29,805,5,Night,10,Plastic,1
68.28,26.32,46.69,880,5,Night,5,Aluminum,0
74.45,34.3,40.96,988,4,Day,0,Aluminum,1
65.78,26.71,52.83,1462,6,Day,0,Steel,1
75.07,31.08,46.77,1459,1,Night,8,Aluminum,1
60.21,30.58,42.2,827,2,Evening,14,Steel,0
70.12,33.73,25.74,1476,9,Night,2,Plastic,1
60.64,34.5,47.43,934,6,Night,4,Aluminum,0
81.94,33.47,41.9,1565,6,Evening,5,Aluminum,1
82.17,19.47,44.39,1104,10,Day,0,Aluminum,1
57.7,35.97,33.18,1294,4,Night,14,Aluminum,0
88.34,37.64,59.33,1523,5,Day,0,Plastic,1
99.97,27.59,53.57,1079,9,Evening,3,Plastic,1
75.46,31.18,59.31,879,2,Evening,5,Aluminum,0
68.59,25.55,56.47,1580,3,Evening,7,Plastic,1
103.24,20.26,50.92,1190,10,Evening,6,Plastic,1
61.81,26.31,33.58,814,8,Evening,13,Plastic,0
75.2,27.3,63.43,1398,9,Day,1,Steel,1
76.8,28.23,35.72,1022,5,Evening,3,Aluminum,0
88.45,25.21,42.32,1402,3,Day,4,Steel,1
78.6,26.33,52.07,1065,1,Evening,7,Steel,0
70.01,29.94,52.57,1119,2,Day,6,Plastic,0
65.49,26.15,50.72,905,4,Evening,3,Steel,0
71.58,32.72,41,1052,4,Evening,7,Plastic,0
64.93,33.41,38.93,998,5,Day,10,Plastic,0
75.48,41.9,70.35,855,9,Night,7,Steel,1
69.36,35.63,44.61,1206,2,Evening,3,Aluminum,0
60.06,31.22,43.38,1237,2,Day,10,Aluminum,0
87.55,26.9,37.86,1550,5,Day,11,Plastic,1
70.02,31.47,47.45,1256,2,Night,11,Steel,0
62.32,31.63,46.98,1276,10,Evening,1,Aluminum,1
73.32,27.43,44.84,1146,5,Night,14,Steel,0
75.68,33.92,48.82,1285,5,Day,13,Steel,0
57.54,23.01,62.64,1162,7,Evening,2,Steel,1
78.32,28.78,39.05,1529,4,Night,4,Plastic,1
64.53,32.78,45.43,1011,2,Evening,13,Plastic,0
92.11,28.56,38.52,1500,8,Day,0,Plastic,1
80.24,28.97,47.95,1413,1,Night,4,Aluminum,1
71,29.31,39.32,1236,10,Day,3,Steel,0
67.55,25.82,39.75,942,1,Day,4,Plastic,0
73.95,35.87,30.4,1084,11,Night,11,Steel,0
81.13,24.91,45.98,869,7,Night,11,Steel,0
74.75,31.59,49.3,1376,4,Night,0,Plastic,1
72.83,32.07,63.6,1509,3,Day,9,Aluminum,1
75.58,25.26,49.7,1327,1,Evening,6,Plastic,0
68.96,30.37,40.5,1109,8,Evening,9,Steel,0
71.57,25.45,31.4,1062,8,Evening,8,Steel,0
54.14,36.96,32.79,859,4,Evening,4,Aluminum,0
84.74,24.31,32.04,1321,2,Evening,2,Plastic,0
77.99,26.73,63.78,1108,4,Evening,8,Steel,1
67.27,23.88,47.88,1319,7,Night,5,Steel,0
93.99,23.21,39.17,1181,4,Evening,11,Steel,1
75.87,37.96,35.4,1140,11,Day,5,Steel,0
64.64,32.71,36.44,1401,11,Day,9,Plastic,1
83.57,30.7,38.91,1348,3,Evening,9,Plastic,0
78.98,26.72,58.16,883,10,Day,12,Plastic,0
78.95,34.54,44.7,1033,1,Day,2,Plastic,0
70.74,25.88,30.53,1561,9,Evening,13,Plastic,1
79.5,33.97,68.1,1039,5,Night,0,Aluminum,1
72.38,25.64,33.6,903,2,Night,3,Plastic,0
80.56,26.78,39.09,1522,6,Evening,13,Steel,1
55.95,33.79,58.1,1024,2,Night,3,Plastic,0
70.66,34.32,49.15,1078,6,Night,2,Aluminum,0
92.22,32.99,40.3,1192,9,Evening,12,Steel,1
67.33,24.75,32.69,1477,2,Day,13,Aluminum,1
68.96,27.77,35.33,1228,1,Night,10,Steel,0
70.52,30.78,35.94,1201,7,Evening,4,Steel,0
62.85,25.75,45.07,845,8,Day,12,Plastic,0
52.92,36.85,46.91,1313,2,Night,13,Aluminum,0
72.69,17.99,43.51,975,4,Evening,8,Aluminum,0
76.36,26.11,44.61,1584,8,Night,8,Steel,1
74.47,27.45,34.49,1429,4,Night,7,Plastic,1
73.55,15.78,47.93,1583,9,Evening,11,Steel,1
75.43,23.02,57.81,1165,1,Day,9,Aluminum,0
85.23,33.13,43.37,972,10,Evening,5,Steel,1
73.1,30.15,43.18,1103,7,Day,12,Plastic,0
69.26,37.87,45.83,951,3,Evening,3,Aluminum,0
72.19,37.73,56.18,1150,11,Evening,13,Steel,0
80.79,32.17,36.05,1504,10,Night,1,Plastic,1
89.12,31.57,59.51,891,11,Day,11,Aluminum,1
68.72,30.33,49.21,960,11,Day,12,Plastic,0
75.99,16.72,45.29,905,3,Day,9,Steel,0
78.38,23.03,57.13,1540,11,Night,2,Aluminum,1
65.07,30.5,33.18,902,7,Evening,8,Plastic,0
75.2,33.08,50.22,931,6,Night,0,Aluminum,1
60.34,31.45,49.3,1568,3,Evening,6,Steel,1
57.31,25.54,35.65,1088,2,Evening,9,Steel,0
78.67,34.69,49.61,1257,11,Evening,5,Plastic,0
71.16,37.41,47.83,900,11,Evening,1,Aluminum,1
77.02,34.69,43.21,820,6,Evening,4,Steel,0
74.82,34.95,53.63,1048,10,Night,1,Plastic,1
65.24,27.2,39.28,991,7,Day,13,Plastic,0
74.55,35.38,47.7,1384,9,Evening,8,Plastic,0
62.67,30.73,43.68,1112,9,Night,4,Aluminum,0
88.91,32.56,38.85,967,9,Night,5,Steel,1
61.44,31.83,50.03,1373,11,Night,3,Steel,0
73.04,29.39,42.92,970,10,Night,14,Aluminum,0
64.58,25.7,30.27,1432,1,Night,0,Steel,1
80.7,29.59,26.99,1015,4,Evening,14,Plastic,0
71.69,34.93,52.89,1308,4,Day,2,Plastic,0
69.81,27.79,32.79,973,10,Evening,4,Aluminum,0
83.53,34.47,47.79,1335,8,Evening,2,Plastic,0
75.29,33.69,45.55,1207,3,Day,7,Steel,0
80.17,28.51,41.31,1300,1,Evening,1,Steel,1
65.19,36.94,64.57,937,3,Day,11,Aluminum,1
60.95,28.22,46.8,898,6,Evening,14,Plastic,0
76.07,37.55,52.56,856,7,Day,1,Steel,1
71.81,32.17,47.85,1046,9,Night,0,Steel,1
81.26,29.92,42.68,1483,5,Day,11,Steel,1
74.2,25.56,44.81,1512,5,Evening,13,Plastic,1
77.05,29.56,59.59,906,3,Evening,0,Steel,1
58.77,28.98,55.88,847,3,Day,3,Plastic,0
93.88,23.71,64.52,1085,9,Night,7,Steel,1
73.36,28.91,47.22,845,3,Evening,7,Plastic,0
81.98,25.98,36.23,1195,3,Night,7,Steel,0
66.64,32.93,40.59,919,9,Day,10,Plastic,0
78.08,36.53,33.12,859,4,Day,0,Aluminum,1
61.97,23.87,52.67,946,6,Day,13,Aluminum,0
79.52,38.56,39.14,1415,1,Night,0,Aluminum,1
71.44,29.36,14.45,1379,11,Night,6,Steel,0
75.29,25.12,69.64,1296,2,Day,6,Plastic,1
81.98,33.79,39.29,1473,11,Day,9,Steel,1
62.67,27.77,39.23,1526,3,Day,13,Plastic,1
68.16,29.59,61.72,917,2,Night,4,Plastic,1
79.57,27.98,32.92,1036,11,Night,7,Steel,0
95.98,25.92,56.37,1017,10,Night,5,Plastic,1
73.62,33.62,39.13,923,3,Day,0,Aluminum,1
80.91,28.57,31.76,1428,5,Night,13,Steel,1
73.93,22.82,62.06,1062,1,Evening,6,Aluminum,1
94.42,32.76,54.23,969,1,Night,14,Aluminum,1
57.53,23.97,54.2,1507,11,Night,7,Aluminum,1
75.95,24.23,48.68,1191,7,Evening,11,Steel,0
58.74,35.96,50.99,949,9,Night,7,Aluminum,0
49.93,24.02,32.68,1045,9,Day,9,Steel,0
77.97,18.42,46.12,1300,7,Evening,12,Steel,0
76.39,33.11,35.71,1593,11,Day,14,Aluminum,1
72.15,28.48,31.11,990,11,Evening,8,Plastic,0
73.94,28.91,49.11,973,2,Night,2,Plastic,0
105.98,28.43,56.58,1392,11,Evening,13,Steel,1
72.42,31.16,41.17,971,7,Night,1,Aluminum,1
80.1,26.24,42.88,1475,9,Night,7,Steel,1
68.51,37.38,33.62,1422,7,Day,13,Plastic,1
77.95,22.62,45.07,1518,2,Evening,10,Steel,1
72.62,32.22,52.6,1137,7,Evening,3,Steel,0
70.89,33.21,52.92,1210,4,Night,1,Plastic,1
93.19,26.2,50.45,869,8,Day,1,Aluminum,1
86.77,24.88,38.82,897,3,Day,1,Plastic,1
76.37,35.09,38.5,1316,5,Night,4,Aluminum,0
51.96,25.05,52.95,984,3,Day,13,Aluminum,0
71.39,26.97,53.12,1515,7,Day,12,Plastic,1
102.03,34.44,43.28,1212,3,Night,7,Steel,1
72.69,30.17,40.74,1177,10,Day,8,Steel,0
86.03,21.01,56.67,811,5,Night,10,Plastic,1
89.42,38.74,41.4,1208,1,Day,5,Aluminum,1
77.19,27.35,52.46,1550,4,Night,7,Plastic,1
66.58,27.99,43.63,1217,6,Evening,14,Steel,0
50.65,31.28,34.52,1130,2,Day,5,Steel,0
81.84,33.13,61.12,1079,6,Day,0,Aluminum,1
66.85,39.81,46.2,914,10,Day,10,Plastic,0
76.76,21.7,37.89,1009,7,Day,8,Steel,0
62.5,34.13,31.09,1246,8,Day,9,Plastic,0
72.35,33.72,32.1,1193,3,Night,6,Plastic,0
75.34,29.31,41.27,1444,10,Day,1,Plastic,1
77.69,33.94,64.25,1534,11,Night,2,Aluminum,1
63.85,34.67,39.15,980,3,Evening,1,Steel,1
86.97,23.09,59.47,1264,5,Evening,8,Aluminum,1
69.03,38.75,43.69,827,3,Night,7,Steel,0
58.26,22.21,33.19,992,9,Evening,4,Steel,0
73.91,24.32,40.27,1055,7,Night,3,Plastic,0
75.34,28.69,32.19,1422,5,Day,6,Plastic,1
76.61,39.62,36.44,1223,5,Night,13,Steel,0
88.62,28.46,36.14,1505,1,Evening,13,Plastic,1
72.64,29.84,25.96,1435,9,Night,8,Plastic,1
73.8,37.16,60.13,890,2,Evening,7,Plastic,1
63.97,28.5,47.11,1447,7,Night,7,Aluminum,1
83.21,24.11,38.14,1594,7,Evening,10,Aluminum,1
76.84,27.91,47.22,1540,2,Day,1,Steel,1
70.8,36.85,36.65,944,8,Night,11,Plastic,0
55.95,30.35,18.29,1251,8,Day,11,Plastic,0
89.44,39.65,74.57,1227,9,Day,9,Plastic,1
62.72,33.69,46.9,1041,2,Day,8,Aluminum,0
69.09,26.78,39.11,1285,1,Evening,1,Steel,1
78.58,30.26,25.66,830,9,Evening,7,Plastic,0
63.03,25.73,30.06,1572,3,Day,4,Aluminum,1
60.06,26.66,61.54,859,10,Night,10,Aluminum,1
53.76,52.4,60.02,1400,2,Evening,5,Plastic,1
82.21,35.09,52.53,1275,10,Evening,9,Plastic,0
69.55,34.31,33.85,900,2,Day,8,Aluminum,0
104.27,26.88,60.1,1590,2,Evening,7,Aluminum,1
65.06,37.85,49.5,1432,8,Night,4,Steel,1
65.79,35.5,51.55,1554,3,Evening,5,Aluminum,1
69.35,39.41,49.46,1388,1,Evening,4,Aluminum,0
77.43,39.17,29.93,1072,8,Night,8,Steel,0
70.3,22.6,33.02,1277,2,Night,10,Aluminum,0
81.12,24.45,39.9,857,6,Evening,11,Aluminum,0
65.21,24.98,51.44,1558,8,Night,4,Steel,1
61.18,25.28,31.2,1304,10,Evening,5,Steel,0
57.02,31.62,43.25,1186,9,Night,0,Plastic,1
52.76,27.17,43.23,1260,1,Day,7,Aluminum,0
69.82,40.36,52.93,1407,9,Evening,13,Plastic,1
71.99,39.52,51.75,844,8,Day,7,Steel,0
68.69,29.97,34.9,1090,6,Evening,13,Aluminum,0
87.43,39.78,59.47,1057,5,Night,7,Steel,1
87.28,37.44,33.37,1570,6,Day,12,Aluminum,1
71.65,27.75,55.92,1045,2,Evening,13,Plastic,0
57.06,19.95,39.5,1039,11,Night,11,Aluminum,0
69.33,28.91,46.64,1212,3,Night,6,Steel,0
69,26.78,47.26,927,9,Day,6,Aluminum,0
68.43,31.03,46.98,1513,3,Evening,5,Plastic,1
68.02,30.45,51.74,1075,10,Day,6,Plastic,0
68.47,30.32,48.91,1217,7,Evening,8,Plastic,0
71.13,32.62,52.84,1006,11,Night,4,Steel,0
68.64,23.94,49.65,1351,4,Night,8,Aluminum,0
77.08,32.06,32.36,1164,11,Night,13,Aluminum,0
78.6,27.8,47.7,1145,9,Evening,8,Steel,0
65.89,31,39.36,1367,4,Evening,3,Plastic,0
87.71,34.79,33.91,959,10,Night,8,Steel,1
65.2,23.88,42.1,895,10,Evening,7,Aluminum,0
58.82,28.59,46.83,1224,6,Evening,13,Aluminum,0
78.81,29.41,47.5,915,2,Night,10,Aluminum,0
66.83,27.43,55.56,1011,7,Night,4,Aluminum,0
78.21,34.5,58.07,1398,3,Evening,9,Aluminum,0
50.96,26.4,48.36,1106,1,Evening,14,Plastic,0
88.92,27.22,50.17,1067,7,Day,10,Steel,1
81.72,26.45,45.95,843,5,Evening,2,Plastic,0
60,35.46,52.67,1394,11,Day,8,Aluminum,0
60.21,27.54,49.87,1257,7,Evening,2,Plastic,0
91.72,32.3,44.46,1522,1,Day,2,Steel,1
67.63,39.88,66.52,1271,5,Day,2,Aluminum,1
66.66,29.63,39.54,808,2,Night,0,Plastic,1
52.34,35.56,59.54,1468,1,Evening,5,Steel,1
71.49,38.36,31.46,988,6,Night,2,Plastic,0
72.72,35.14,53.14,1180,5,Night,9,Plastic,0
82.15,29.92,59.37,1442,4,Evening,14,Steel,1
61.01,33.21,25.93,1526,1,Night,2,Aluminum,1
59.8,23.56,46.39,914,5,Night,8,Plastic,0
79.51,26.1,52.15,1301,7,Night,6,Aluminum,0
85.07,26.98,47.52,1434,1,Night,14,Steel,1
59.29,41.2,48.78,1187,4,Day,13,Aluminum,0
85.82,25.94,46.36,1238,6,Evening,7,Plastic,1
75.38,25.86,34.06,1118,8,Evening,0,Plastic,1
85.92,24.78,68.68,1503,7,Night,7,Steel,1
74.3,32.8,39.96,1243,7,Evening,7,Plastic,0
49.78,30.71,49.34,1459,8,Day,11,Plastic,1
73.48,35.43,38.53,827,7,Night,11,Steel,0
85.6,33.36,22.24,1435,4,Night,13,Aluminum,1
66.06,23.1,35.75,1197,11,Night,7,Aluminum,0
71.12,25.96,30.52,876,6,Day,5,Aluminum,0
73.24,36.83,55.92,1386,2,Evening,9,Aluminum,0
46,28.98,38.93,1157,8,Day,13,Plastic,0
91.71,35.94,39.86,985,3,Evening,4,Aluminum,1
65.99,29.25,34.36,1350,4,Day,3,Steel,0
80.06,25.16,45.94,1033,2,Day,10,Steel,0
74.13,28.48,37.84,1047,9,Night,8,Aluminum,0
87.58,25.16,54.92,1198,2,Night,6,Plastic,1
79.06,27.17,48.02,1128,6,Night,11,Steel,0
72.65,31,39.28,1442,3,Day,14,Steel,1
66.06,32.56,53.5,804,6,Day,13,Plastic,0
82.98,22.05,45.08,1147,4,Evening,14,Steel,0
56.27,29.91,45.21,1198,8,Day,0,Aluminum,1
81.46,27.07,30.37,1058,3,Evening,10,Aluminum,0
64.01,26.76,44.29,1556,8,Night,0,Aluminum,1
87.52,30.66,48.22,1218,3,Night,0,Plastic,1
76.61,27.25,58.34,1190,5,Day,3,Steel,0
81.44,36.91,37.48,1389,11,Evening,8,Steel,0
75.82,35.94,67.78,914,2,Evening,2,Plastic,1
57.48,35.91,50.57,803,6,Night,9,Aluminum,0
66.39,27.53,29.81,1442,7,Day,0,Aluminum,1
